id_estrella,clasificacion,periodo_orbital,duracion_transito,profundidad_transito,radio_planeta,indice_probabilidad_planeta,equilibrio_temperatura,radio_estrella,probabilidad_planeta
5040077,CANDIDATE,0.896382269,1.113,136.4,1.0,0.999,1810.0,0.843,ALTO
6289650,CANDIDATE,166.7876551,5.8676,4764.2,7.03,0.999,334.0,1.031,ALTO
3112129,CANDIDATE,0.487656278,1.0129,109.8,0.99,0.999,2299.0,0.937,ALTO
7733731,CANDIDATE,4.85819429,5.356,76.3,2.04,0.999,1685.0,2.326,ALTO
7907808,CANDIDATE,0.655939788,1.318,73.0,1.48,0.999,2411.0,1.755,ALTO
5129453,CANDIDATE,3.05772668,1.819,311.0,1.23,0.999,878.0,0.731,ALTO
9776794,CANDIDATE,18.22211768,2.044,2318.0,7.45,0.999,620.0,0.958,ALTO
8278685,CANDIDATE,10.8614163,6.02,64.8,1.01,0.999,899.0,1.017,ALTO
3848083,CANDIDATE,8.4795266,6.052,163.3,1.18,0.999,865.0,0.931,ALTO
9716028,CANDIDATE,17.3731821,3.36,71.7,1.31,0.999,901.0,1.54,ALTO
10257229,CANDIDATE,5.75651958,2.309,65.3,0.83,0.999,1089.0,1.024,ALTO
4450844,CANDIDATE,56.3479517,8.789,43.6,1.06,0.999,586.0,1.471,ALTO
12647577,CANDIDATE,12.6362048,3.961,124.0,1.1,0.999,774.0,0.992,ALTO
11153476,CANDIDATE,7.94004281,3.282,81.9,0.98,0.999,1010.0,1.081,ALTO
7583650,CANDIDATE,6.4546845,3.071,69.9,1.38,0.999,1244.0,1.362,ALTO
6276791,CANDIDATE,5.30179786,2.24,197.2,1.22,0.999,973.0,0.864,ALTO
6786224,CANDIDATE,3.04185157,1.434,69.0,0.71,0.999,1184.0,0.857,ALTO
6691169,CANDIDATE,63.095068,9.485,496.8,11.67,0.999,573.0,1.325,ALTO
3122872,CANDIDATE,96.81647,10.227,164.7,3.19,0.999,655.0,2.467,ALTO
10118266,CANDIDATE,3.74318005,1.111,237.5,1.75,0.999,999.0,0.851,ALTO
10935993,CANDIDATE,25.3736543,2.619,372.9,1.88,0.999,653.0,0.966,ALTO
6209677,CANDIDATE,2.53742164,1.563,104.5,0.93,0.999,1220.0,0.917,ALTO
7772914,CANDIDATE,23.1334494,3.602,456.3,2.55,0.999,638.0,0.932,ALTO
3529290,CANDIDATE,13.7281373,5.304,106.6,1.06,0.999,800.0,0.947,ALTO
8812045,CANDIDATE,32.715906,10.79,135.7,3.68,0.999,902.0,3.192,ALTO
9221528,CANDIDATE,16.2953228,4.882,229.1,1.6,0.999,773.0,1.013,ALTO
7093401,CANDIDATE,34.08429351,1.3521,3746.0,36.05,0.999,506.0,0.922,ALTO
4164922,CANDIDATE,18.2572722,3.434,157.5,0.94,0.999,547.0,0.756,ALTO
7134626,CANDIDATE,2.52443998,2.369,45.8,1.53,0.999,2145.0,2.225,ALTO
7601665,CANDIDATE,3.11141514,3.074,28.4,0.7,0.999,1530.0,1.273,ALTO
6974658,CANDIDATE,0.716531851,0.655,78.9,1.11,0.999,2034.0,1.03,ALTO
5283728,CANDIDATE,43.681309,12.37,258.0,1.33,0.999,473.0,0.829,ALTO
6805414,CANDIDATE,200.2350497,23.612,10812.0,10.99,0.999,325.0,0.997,ALTO
4918303,CANDIDATE,21.1579573,4.706,215.9,1.63,0.999,682.0,1.012,ALTO
9047416,CANDIDATE,9.011888,4.167,987.6,7.04,0.999,1105.0,1.735,ALTO
4472818,CANDIDATE,15.3573445,1.634,117.1,1.42,0.999,729.0,0.986,ALTO
7954278,CANDIDATE,0.306702491,0.9074,138.8,0.93,0.999,2318.0,0.786,ALTO
5428657,CANDIDATE,1.54287434,1.1121,401.4,1.05,0.999,1007.0,0.539,ALTO
4770174,CANDIDATE,31.9533679,8.424,106.1,1.65,0.999,725.0,1.467,ALTO
3972432,CANDIDATE,2.90805147,2.812,103.1,0.97,0.999,1220.0,0.869,ALTO
11904704,CANDIDATE,0.565713361,0.954,86.4,0.81,0.999,1917.0,0.881,ALTO
5531953,CANDIDATE,21.9139549,3.271,584.4,10.39,0.999,303.0,0.42,ALTO
2854181,CANDIDATE,12.834857,2.092,293.9,1.73,0.999,755.0,1.016,ALTO
9025739,CANDIDATE,7.918267,3.478,83.7,0.93,0.999,953.0,1.016,ALTO
8256882,CANDIDATE,2.41194057,1.787,67.3,1.35,0.999,1654.0,1.594,ALTO
6867155,CANDIDATE,235.9986399,8.2284,20715.0,10.59,0.998,188.0,0.657,ALTO
11075279,CANDIDATE,345.1589354,7.5646,5087.9,7.79,0.998,241.0,0.931,ALTO
10867062,CANDIDATE,34.2966363,19.718,696.6,3.29,0.998,584.0,1.167,ALTO
9512981,CANDIDATE,281.5628889,8.853,21012.0,10.83,0.998,214.0,0.776,ALTO
5542466,CANDIDATE,12.89006728,3.555,602.5,1.93,0.998,620.0,0.812,ALTO
5972334,CANDIDATE,0.708621057,1.5041,187.5,1.2,0.998,1846.0,0.887,ALTO
10656508,CANDIDATE,124.03589939,4.8472,7690.0,11.13,0.998,413.0,1.28,ALTO
11565544,CANDIDATE,3.76562031,1.288,232.6,19.39,0.998,1084.0,0.853,ALTO
8684730,CANDIDATE,46.15119482,6.3427,1817.3,10.02,0.998,703.0,1.963,ALTO
6593150,CANDIDATE,5.4654174,3.209,219.5,1.23,0.998,927.0,0.829,ALTO
8197793,CANDIDATE,15.2311195,3.91,269.1,1.94,0.998,800.0,1.186,ALTO
8695311,CANDIDATE,31.0259489,5.692,385.4,1.91,0.998,595.0,0.969,ALTO
10717241,CANDIDATE,9.340538,2.57,200.8,0.84,0.998,530.0,0.607,ALTO
4951877,CANDIDATE,24.7962801,8.33,574.4,2.7,0.998,664.0,1.141,ALTO
8216763,CANDIDATE,24.0721647,3.171,177.3,1.1,0.998,400.0,0.613,ALTO
9588822,CANDIDATE,61.858947,21.32,70.8,2.47,0.998,699.0,2.817,ALTO
3129238,CANDIDATE,2.00870696,4.87,53.5,0.55,0.998,1232.0,0.759,ALTO
9491832,CANDIDATE,49.564693,8.54,113.5,1.63,0.998,588.0,1.442,ALTO
9936080,CANDIDATE,19.5650801,4.242,61.7,0.97,0.998,791.0,1.235,ALTO
8196226,CANDIDATE,4.02745396,1.33,85.2,0.98,0.998,1250.0,1.041,ALTO
9278216,CANDIDATE,9.4527721,3.817,197.3,1.3,0.998,832.0,0.857,ALTO
8811490,CANDIDATE,21.7434141,8.143,154.8,2.23,0.998,799.0,1.497,ALTO
9459162,CANDIDATE,3.79892774,4.112,47.0,1.46,0.998,1869.0,2.106,ALTO
11125797,CANDIDATE,58.1263775,4.018,271.5,1.32,0.998,404.0,0.82,ALTO
5629353,CANDIDATE,11.867172,4.815,595.6,4.03,0.998,1058.0,1.651,ALTO
4282390,CANDIDATE,1.96134311,11.856,207.8,41.53,0.998,2167.0,2.198,ALTO
6551106,CANDIDATE,3.84615171,2.24,137.1,1.14,0.998,1199.0,0.966,ALTO
10002049,CANDIDATE,19.2532128,1.674,219.3,1.42,0.998,692.0,0.953,ALTO
11904835,CANDIDATE,9.4640413,6.999,209.9,1.28,0.998,839.0,0.881,ALTO
7380537,CANDIDATE,2.688899233,2.11275,37492.0,12.04,0.997,929.0,0.639,ALTO
3329204,CANDIDATE,51.59809554,2.0153,5869.2,6.57,0.997,449.0,0.859,ALTO
3440978,CANDIDATE,38.103908,3.837,961.1,4.08,0.997,456.0,0.771,ALTO
11361283,CANDIDATE,16.4793229,3.312,479.1,1.53,0.997,537.0,0.716,ALTO
7021681,CANDIDATE,13.6032081,2.592,180.5,0.75,0.997,397.0,0.511,ALTO
10794974,CANDIDATE,66.6434565,2.385,277.3,2.99,0.997,476.0,1.164,ALTO
8430053,CANDIDATE,15.9513866,2.285,99.2,1.17,0.997,849.0,1.168,ALTO
4645174,CANDIDATE,34.7496038,4.548,227.1,3.51,0.997,702.0,1.601,ALTO
7748487,CANDIDATE,15.5764061,5.382,257.1,1.79,0.997,793.0,1.076,ALTO
11246161,CANDIDATE,0.5374094,1.2039,94.2,0.96,0.997,2208.0,0.988,ALTO
2310993,CANDIDATE,55.180772,9.791,474.6,2.37,0.997,531.0,1.076,ALTO
3229150,CANDIDATE,44.7055876,6.262,471.8,72.59,0.997,509.0,0.938,ALTO
7747091,CANDIDATE,14.2673439,3.171,217.5,1.21,0.997,657.0,0.837,ALTO
4742420,CANDIDATE,90.097375,12.697,282.6,1.7,0.997,430.0,1.008,ALTO
2449245,CANDIDATE,18.1772927,4.703,213.1,1.5,0.997,737.0,1.026,ALTO
8091197,CANDIDATE,4.88698386,1.127,125.4,1.2,0.997,1133.0,1.009,ALTO
5897826,CANDIDATE,0.875197345,0.052,0.0,0.73,0.997,2518.0,1.796,ALTO
5456979,CANDIDATE,2.6528082,2.297,153.1,1.17,0.997,1280.0,0.935,ALTO
7217088,CANDIDATE,12.54474243,1.24,263.1,1.88,0.997,840.0,1.159,ALTO
7335514,CANDIDATE,0.576732089,1.856,35.4,0.43,0.997,1537.0,0.717,ALTO
9349757,CANDIDATE,17.7189786,4.102,176.8,1.44,0.997,713.0,1.099,ALTO
2861126,CANDIDATE,4.98792404,1.618,346.2,0.73,0.997,485.0,0.395,ALTO
11392362,CANDIDATE,9.9105786,5.945,99.5,1.19,0.997,922.0,1.076,ALTO
8313667,CANDIDATE,30.5872153,5.3698,464.8,2.32,0.996,621.0,1.082,ALTO
8813698,CANDIDATE,268.9410974,5.4434,9010.2,13.57,0.996,321.0,1.306,ALTO
4471747,CANDIDATE,51.3901452,5.995,494.0,3.62,0.996,570.0,1.292,ALTO
5542466,CANDIDATE,4.74666128,2.093,256.8,1.3,0.996,865.0,0.812,ALTO
4172746,CANDIDATE,17.6997392,2.76,752.7,1.96,0.996,523.0,0.742,ALTO
10336951,CANDIDATE,38.2292037,3.893,605.8,1.51,0.996,359.0,0.598,ALTO
11071200,CANDIDATE,96.4562198,11.195,950.5,9.1,0.996,727.0,2.704,ALTO
9514372,CANDIDATE,145.786556,4.891,378.0,1.82,0.996,331.0,0.95,ALTO
4060229,CANDIDATE,35.0175053,3.608,292.0,2.13,0.996,617.0,1.123,ALTO
12265786,CANDIDATE,0.597018404,0.4778,245.4,1.09,0.996,1578.0,0.63,ALTO
7833305,CANDIDATE,8.31224474,2.663,70.8,10.63,0.996,801.0,0.816,ALTO
9966219,CANDIDATE,17.9559673,6.237,137.0,1.96,0.996,750.0,1.195,ALTO
9843517,CANDIDATE,11.9378354,4.652,246.0,1.15,0.996,671.0,0.738,ALTO
6043538,CANDIDATE,6.2253374,4.388,108.6,1.92,0.996,1378.0,1.726,ALTO
4638237,CANDIDATE,290.1401717,2.1583,4836.0,11.58,0.996,304.0,1.263,ALTO
6372194,CANDIDATE,281.5921577,5.673,9312.0,7.22,0.996,225.0,0.713,ALTO
9011877,CANDIDATE,7.77710639,3.418,77.4,0.73,0.996,773.0,0.851,ALTO
5629353,CANDIDATE,33.3200908,6.5265,6186.9,13.0,0.996,750.0,1.651,ALTO
6956176,CANDIDATE,2.64185268,1.76,149.8,3.56,0.996,2104.0,2.935,ALTO
6345758,CANDIDATE,3.37116682,4.708,71.4,0.98,0.996,1291.0,1.163,ALTO
9658089,CANDIDATE,1.057080807,1.82,60.6,0.97,0.996,1805.0,0.946,ALTO
10812541,CANDIDATE,4.84847245,0.874,554.7,1.51,0.996,667.0,0.647,ALTO
11705004,CANDIDATE,3.05293416,2.155,227.5,1.18,0.996,1047.0,0.788,ALTO
6867555,CANDIDATE,7.5017934,4.271,134.8,1.32,0.996,1046.0,1.125,ALTO
4548098,CANDIDATE,5.215752,1.13,46.8,0.83,0.996,1156.0,1.122,ALTO
6467363,CANDIDATE,3.67936863,3.47,85.9,0.92,0.995,1112.0,0.848,ALTO
5544450,CANDIDATE,6.93650854,3.674,88.7,1.51,0.995,1305.0,1.574,ALTO
6520753,CANDIDATE,4.13029832,2.461,325.3,1.44,0.995,995.0,0.81,ALTO
7515336,CANDIDATE,5.65690281,3.583,32.2,0.74,0.995,1159.0,1.32,ALTO
8803757,CANDIDATE,3.5944891,2.557,89.9,0.98,0.995,1178.0,1.046,ALTO
7017274,CANDIDATE,11.91256675,6.126,123.1,2.61,0.995,1242.0,2.335,ALTO
9973109,CANDIDATE,16.0988294,5.686,160.2,1.14,0.995,705.0,0.911,ALTO
9425139,CANDIDATE,305.0762469,6.255,4042.8,7.82,0.995,284.0,1.155,ALTO
7836096,CANDIDATE,15.9961296,1.656,500.7,1.71,0.995,560.0,0.777,ALTO
10933306,CANDIDATE,57.7749373,4.731,283.6,1.85,0.995,524.0,1.097,ALTO
9828127,CANDIDATE,32.0273169,5.144,161.7,1.14,0.995,525.0,0.909,ALTO
11443757,CANDIDATE,43.9088053,6.265,297.8,7.33,0.995,885.0,4.303,ALTO
6526710,CANDIDATE,39.74893077,7.3051,15179.0,14.21,0.994,552.0,0.964,ALTO
9111849,CANDIDATE,63.0732241,5.397,671.3,17.8,0.994,1077.0,6.354,ALTO
6765135,CANDIDATE,175.603366,9.543,506.8,2.87,0.994,348.0,1.009,ALTO
9815053,CANDIDATE,5.83892993,1.1066,237.4,1.19,0.994,835.0,0.769,ALTO
10749059,CANDIDATE,174.731515,8.257,1179.9,3.0,0.994,287.0,0.897,ALTO
8546542,CANDIDATE,7.40985182,1.131,201.1,1.18,0.994,818.0,0.836,ALTO
4478168,CANDIDATE,8.0292018,3.462,65.6,0.99,0.994,1040.0,1.191,ALTO
10875007,CANDIDATE,14.708641,5.394,130.6,1.82,0.994,862.0,1.232,ALTO
11967788,CANDIDATE,4.93211932,3.144,50.5,1.02,0.994,1372.0,1.421,ALTO
10534155,CANDIDATE,4.32710895,1.387,108.9,26.6,0.994,1397.0,1.455,ALTO
2976017,CANDIDATE,3.19938075,1.761,76.1,0.62,0.994,1026.0,0.702,ALTO
8278073,CANDIDATE,12.0729757,3.783,99.5,1.69,0.994,969.0,1.707,ALTO
7266212,CANDIDATE,7.79534033,3.406,102.1,1.07,0.994,985.0,1.05,ALTO
3561464,CANDIDATE,4.32710579,3.872,84.1,3.58,0.994,2004.0,3.955,ALTO
7517261,CANDIDATE,8.5433774,6.149,75.1,1.58,0.994,1260.0,1.685,ALTO
6525946,CANDIDATE,0.496069986,1.5568,128.8,10.0,0.994,6285.0,8.769,ALTO
6511182,CANDIDATE,29.5632952,1.562,532.8,1.9,0.994,527.0,0.828,ALTO
8644911,CANDIDATE,120.938669,8.818,782.1,2.32,0.994,333.0,0.843,ALTO
9575728,CANDIDATE,2.64181261,2.127,70.0,0.59,0.994,834.0,0.683,ALTO
8332521,CANDIDATE,4.67250377,4.441,79.6,1.11,0.994,1149.0,0.987,ALTO
2301068,CANDIDATE,8.60965352,2.218,63.2,3.33,0.994,1550.0,4.233,ALTO
7620413,CANDIDATE,3.66520844,3.308,65.8,0.82,0.994,1168.0,1.029,ALTO
8227464,CANDIDATE,4.25907841,4.513,28.1,0.7,0.994,1253.0,1.316,ALTO
11918099,CANDIDATE,7.2406612,0.558,556.4,19.45,0.993,734.0,0.765,ALTO
9772531,CANDIDATE,31.201692472,2.15663,34514.0,8.31,0.993,286.0,0.449,ALTO
9006186,CANDIDATE,2.19251903,1.845,18.1,0.37,0.993,1225.0,0.842,ALTO
9574179,CANDIDATE,3.98864999,3.516,94.2,1.15,0.993,1233.0,1.188,ALTO
6679295,CANDIDATE,24.5752524,2.258,1003.4,1.64,0.993,316.0,0.512,ALTO
8222627,CANDIDATE,1.121733366,1.032,84.3,2.39,0.993,2384.0,2.571,ALTO
8628761,CANDIDATE,6.30432354,2.508,40.0,1.23,0.993,1510.0,1.836,ALTO
11618569,CANDIDATE,5.75902182,2.687,70.8,0.91,0.993,1112.0,1.066,ALTO
6451368,CANDIDATE,5.3360574,3.877,54.7,1.52,0.993,1667.0,2.032,ALTO
3848966,CANDIDATE,29.7681831,9.425,159.9,3.98,0.993,917.0,2.916,ALTO
9452897,CANDIDATE,36.7662364,3.305,579.5,1.28,0.993,336.0,0.54,ALTO
12554212,CANDIDATE,4.76815507,2.115,61.0,0.49,0.993,761.0,0.649,ALTO
6436505,CANDIDATE,43.535891,4.712,576.6,1.86,0.993,444.0,0.778,ALTO
10916600,CANDIDATE,4.02664625,3.771,30.0,0.68,0.993,1318.0,1.238,ALTO
11030475,CANDIDATE,2.64622742,1.407,155.5,0.99,0.992,1082.0,0.787,ALTO
11462341,CANDIDATE,42.3375799,4.924,354.8,1.45,0.992,311.0,0.581,ALTO
7294743,CANDIDATE,2.81043228,3.874,47.4,1.43,0.992,1701.0,2.079,ALTO
12602314,CANDIDATE,1.407020118,1.3766,181.9,1.12,0.992,1350.0,0.849,ALTO
11071200,CANDIDATE,44.5643831,7.874,360.5,5.8,0.992,940.0,2.704,ALTO
3230805,CANDIDATE,3.91679553,2.072,161.3,0.85,0.992,851.0,0.686,ALTO
7661893,CANDIDATE,2.49385348,1.414,46.9,0.59,0.992,1251.0,0.85,ALTO
9664276,CANDIDATE,62.596544,11.477,223.1,2.25,0.992,559.0,1.509,ALTO
5946568,CANDIDATE,3.5645249,2.062,53.9,0.6,0.992,1029.0,0.824,ALTO
9018021,CANDIDATE,17.168095,13.04,143.1,4.81,0.992,603.0,1.907,ALTO
9910043,CANDIDATE,39.399926,5.729,341.4,1.52,0.992,499.0,0.795,ALTO
11253711,CANDIDATE,17.79108667,2.662,414.2,2.88,0.991,830.0,1.34,ALTO
6949898,CANDIDATE,7.64809462,2.216,195.9,1.19,0.991,840.0,0.85,ALTO
6268648,CANDIDATE,20.605501,3.793,37.1,0.85,0.991,806.0,1.308,ALTO
7107802,CANDIDATE,5.4675514,3.283,87.2,1.07,0.991,1078.0,1.151,ALTO
6124137,CANDIDATE,227.83457,21.59,155.3,2.83,0.991,449.0,2.193,ALTO
5443320,CANDIDATE,21.3684341,1.18,492.8,1.72,0.991,551.0,0.786,ALTO
9640123,CANDIDATE,8.2553499,3.959,54.5,3.28,0.991,1462.0,3.6,ALTO
8042644,CANDIDATE,1.48062814,2.898,62.5,0.76,0.991,1653.0,0.937,ALTO
1431122,CANDIDATE,4.2989201,2.747,237.6,2.12,0.99,1046.0,0.986,ALTO
7768451,CANDIDATE,192.667139,5.443,1148.3,3.64,0.99,283.0,0.878,ALTO
10798331,CANDIDATE,147.281212,7.375,452.8,2.28,0.99,353.0,1.054,ALTO
11030475,CANDIDATE,0.76196247,1.282,190.2,1.08,0.99,1638.0,0.787,ALTO
8636539,CANDIDATE,6.77367892,3.579,150.7,1.33,0.99,1083.0,1.072,ALTO
6290935,CANDIDATE,5.53312006,3.486,53.1,1.05,0.99,1303.0,1.425,ALTO
6359926,CANDIDATE,49.4746966,10.46,291.0,1.62,0.99,498.0,0.928,ALTO
12401132,CANDIDATE,7.630545,3.63,364.9,2.26,0.99,1087.0,1.179,ALTO
8827930,CANDIDATE,288.3128666,5.419,11181.0,13.21,0.99,300.0,1.22,ALTO
7770901,CANDIDATE,124.887214,8.599,176.5,1.78,0.99,435.0,1.234,ALTO
8007174,CANDIDATE,56.648588,4.534,648.9,2.19,0.99,377.0,0.782,ALTO
5184911,CANDIDATE,106.25976,6.101,354.0,1.5,0.99,303.0,0.823,ALTO
8693536,CANDIDATE,16.2347636,4.2,115.5,1.28,0.99,852.0,1.188,ALTO
8167504,CANDIDATE,7.7021729,3.987,74.6,0.85,0.99,888.0,0.969,ALTO
4851530,CANDIDATE,4.77502117,1.7087,451.4,1.73,0.989,926.0,0.796,ALTO
5342061,CANDIDATE,64.034363,9.174,758.8,3.47,0.989,411.0,0.783,ALTO
6516185,CANDIDATE,47.3659328,7.929,757.0,11.97,0.989,481.0,0.902,ALTO
9712350,CANDIDATE,51.5738653,2.784,900.7,2.41,0.989,417.0,0.813,ALTO
6438099,CANDIDATE,21.61313362,1.52,818.1,1.94,0.989,503.0,0.632,ALTO
7918652,CANDIDATE,11.45541896,4.95,68.6,1.12,0.989,975.0,1.356,ALTO
7906892,CANDIDATE,11.1438086,7.905,41.7,0.75,0.989,906.0,1.11,ALTO
5645170,CANDIDATE,5.38613715,1.943,169.3,0.86,0.989,846.0,0.656,ALTO
5651846,CANDIDATE,31.1920226,2.849,447.8,1.65,0.989,521.0,0.777,ALTO
9149789,CANDIDATE,0.352515897,1.0525,168.2,1.0,0.989,2194.0,0.766,ALTO
10525077,CANDIDATE,11.006795,5.112,146.4,1.34,0.989,874.0,1.047,ALTO
9993683,CANDIDATE,29.9371143,4.435,194.3,1.19,0.989,501.0,0.866,ALTO
9008103,CANDIDATE,20.5718107,3.399,379.0,1.34,0.989,498.0,0.708,ALTO
8355178,CANDIDATE,13.0327301,3.902,242.3,1.64,0.989,809.0,0.996,ALTO
5295206,CANDIDATE,6.63448023,3.603,71.2,1.04,0.989,1177.0,1.225,ALTO
5003670,CANDIDATE,3.33930957,2.597,91.3,1.2,0.989,1205.0,1.006,ALTO
10198225,CANDIDATE,11.9451376,6.893,63.3,3.32,0.989,1337.0,4.163,ALTO
10452252,CANDIDATE,34.573718512,2.1742,399.0,0.42,0.989,199.0,0.218,ALTO
9017682,CANDIDATE,11.30507984,3.989,278.4,1.4,0.988,744.0,0.844,ALTO
10471621,CANDIDATE,10.27127527,3.029,343.5,0.94,0.988,510.0,0.511,ALTO
5787131,CANDIDATE,24.4359956,6.254,496.6,2.31,0.988,674.0,1.035,ALTO
6837283,CANDIDATE,21.1181653,9.734,112.7,2.89,0.988,1110.0,2.566,ALTO
9288237,CANDIDATE,7.49133777,6.315,34.5,1.01,0.988,1291.0,1.71,ALTO
3110177,CANDIDATE,3.39904814,2.922,69.6,0.81,0.988,1191.0,0.929,ALTO
5780855,CANDIDATE,5.67577999,3.554,51.2,1.22,0.988,1357.0,1.438,ALTO
8332521,CANDIDATE,14.74426,8.168,113.6,8.1,0.988,784.0,0.987,ALTO
8493354,CANDIDATE,18.0071438,5.401,80.8,1.05,0.988,799.0,1.167,ALTO
5563300,CANDIDATE,71.05457555,1.9162,4853.2,5.91,0.988,390.0,0.865,ALTO
5193659,CANDIDATE,14.3196417,3.781,215.5,2.06,0.988,850.0,1.373,ALTO
2986833,CANDIDATE,0.912179022,1.332,144.6,0.65,0.988,1025.0,0.555,ALTO
9289704,CANDIDATE,34.135676,9.12,622.0,13.98,0.987,1526.0,5.555,ALTO
2696205,CANDIDATE,0.702739679,1.379,65.1,0.73,0.987,1765.0,0.836,ALTO
6839010,CANDIDATE,4.84350003,3.045,50.2,0.9,0.987,1121.0,1.056,ALTO
9581589,CANDIDATE,5.19206571,3.716,66.6,0.99,0.987,1170.0,1.075,ALTO
9969287,CANDIDATE,14.7401061,5.637,238.0,1.48,0.987,750.0,0.959,ALTO
4940203,CANDIDATE,302.779824,16.847,270.9,1.31,0.987,246.0,0.797,ALTO
8115647,CANDIDATE,40.7698541,2.997,239.8,1.87,0.987,585.0,1.21,ALTO
8581240,CANDIDATE,4.32848303,2.955,35.5,0.66,0.986,1199.0,1.096,ALTO
3450040,CANDIDATE,1.166960319,1.6823,97.8,0.88,0.986,1596.0,0.904,ALTO
11769689,CANDIDATE,14.7179342,5.844,132.3,1.25,0.986,784.0,1.018,ALTO
9947653,CANDIDATE,37.9043889,11.638,98.2,1.97,0.986,693.0,1.964,ALTO
4277304,CANDIDATE,51.567801,5.514,210.1,1.3,0.986,433.0,0.876,ALTO
6543893,CANDIDATE,3.80675878,2.092,231.9,2.75,0.986,1574.0,1.797,ALTO
7047922,CANDIDATE,10.5226374,3.864,68.9,1.08,0.986,976.0,1.175,ALTO
4566848,CANDIDATE,180.4118581,3.29,4268.0,8.86,0.986,329.0,0.973,ALTO
10083325,CANDIDATE,6.13292733,1.561,58.7,1.56,0.986,1379.0,2.034,ALTO
11288492,CANDIDATE,5.704593,1.149,129.9,0.95,0.986,900.0,0.832,ALTO
9513168,CANDIDATE,6.853888,2.561,653.8,1.74,0.986,613.0,0.684,ALTO
4830605,CANDIDATE,35.6364022,4.888,452.6,1.99,0.985,537.0,0.887,ALTO
4939533,CANDIDATE,5.77207177,2.605,328.5,1.54,0.985,915.0,0.86,ALTO
5903749,CANDIDATE,6.34724702,3.097,159.8,1.35,0.985,919.0,0.986,ALTO
9457728,CANDIDATE,4.37992345,4.949,15.5,0.81,0.985,1608.0,1.918,ALTO
7272132,CANDIDATE,154.674369,9.35,435.8,2.29,0.985,371.0,1.002,ALTO
10290666,CANDIDATE,6.86674226,4.216,47.2,0.79,0.985,1018.0,1.135,ALTO
5621333,CANDIDATE,27.0965146,8.42,208.4,2.13,0.985,700.0,1.352,ALTO
5856571,CANDIDATE,80.4103783,3.487,591.4,4.93,0.985,535.0,1.673,ALTO
5385304,CANDIDATE,78.7327023,5.041,495.8,7.76,0.984,761.0,2.763,ALTO
6716021,CANDIDATE,110.7556272,6.819,8067.0,29.64,0.984,651.0,2.668,ALTO
8949925,CANDIDATE,13.2511214,4.996,266.5,1.98,0.984,850.0,1.217,ALTO
3660581,CANDIDATE,4.72519164,3.751,98.8,3.98,0.984,2250.0,3.831,ALTO
5352640,CANDIDATE,2.94242323,1.519,293.3,1.42,0.984,1098.0,0.819,ALTO
8360041,CANDIDATE,2.63527677,1.997,70.4,0.76,0.984,1136.0,0.864,ALTO
5027859,CANDIDATE,33.3726538,3.663,618.4,1.95,0.984,491.0,0.796,ALTO
9811915,CANDIDATE,1.96682825,1.645,214.3,1.18,0.984,1283.0,0.796,ALTO
3547178,CANDIDATE,8.1770751,4.608,44.3,0.83,0.984,1115.0,1.209,ALTO
4249611,CANDIDATE,79.2450351,5.382,1347.3,3.33,0.983,404.0,0.917,ALTO
11395587,CANDIDATE,12.99065074,2.3748,392.3,2.02,0.983,790.0,1.027,ALTO
12256520,CANDIDATE,7.25101997,2.799,122.8,0.91,0.983,807.0,0.827,ALTO
4844367,CANDIDATE,17.1622587,4.668,312.2,22.42,0.983,674.0,0.939,ALTO
9002538,CANDIDATE,6.88297756,2.065,30.4,0.77,0.983,1141.0,1.298,ALTO
10747501,CANDIDATE,4.7309013,2.889,228.5,1.39,0.983,1065.0,0.911,ALTO
10163067,CANDIDATE,25.9136674,10.498,109.7,3.37,0.983,966.0,2.346,ALTO
7256914,CANDIDATE,2.41750021,4.33,58.2,1.19,0.982,1507.0,1.308,ALTO
3348216,CANDIDATE,32.510844,3.254,361.9,2.62,0.982,680.0,1.358,ALTO
6675757,CANDIDATE,22.2903562,1.623,130.4,1.13,0.982,632.0,1.0,ALTO
11026582,CANDIDATE,240.57135,11.164,921.5,2.93,0.982,302.0,0.943,ALTO
7289317,CANDIDATE,7.1931193,2.935,125.6,1.12,0.982,916.0,1.008,ALTO
8182107,CANDIDATE,92.552007,2.135,282.6,2.1,0.982,440.0,1.22,ALTO
6103377,CANDIDATE,7.03965141,3.141,268.7,2.72,0.981,1171.0,1.513,ALTO
6665860,CANDIDATE,10.4716194,4.512,123.9,1.74,0.981,1035.0,1.574,ALTO
6508221,CANDIDATE,9.74765878,2.62,102.0,0.78,0.981,679.0,0.738,ALTO
11518201,CANDIDATE,1.236866732,1.242,187.2,1.75,0.981,1569.0,0.879,ALTO
8881169,CANDIDATE,5.01880305,1.823,98.7,1.08,0.981,1178.0,1.083,ALTO
8105398,CANDIDATE,5.68325648,1.778,44.6,0.97,0.981,1257.0,1.286,ALTO
9087580,CANDIDATE,0.770658979,1.401,83.5,0.68,0.981,1548.0,0.739,ALTO
12072872,CANDIDATE,2.46288834,1.724,47.4,0.67,0.98,1391.0,0.967,ALTO
4072955,CANDIDATE,5.08288076,2.515,108.0,1.15,0.98,1183.0,1.083,ALTO
5175024,CANDIDATE,6.2614227,4.779,51.4,0.81,0.98,1146.0,1.121,ALTO
6523058,CANDIDATE,2.0481582,1.899,183.3,1.16,0.98,1346.0,0.86,ALTO
