id_estrella,clasificacion,periodo_orbital,duracion_transito,profundidad_transito,radio_planeta,indice_probabilidad_planeta,equilibrio_temperatura,radio_estrella,probabilidad_planeta
8098212,CANDIDATE,3.48754109,1.811,85.1,0.72,0.98,988.0,0.783,ALTO
3539231,CANDIDATE,91.95723,10.471,308.4,2.66,0.98,497.0,1.528,ALTO
5389956,CANDIDATE,1.80926734,2.469,98.0,0.89,0.98,1444.0,0.891,ALTO
6525946,CANDIDATE,2.508116,2.504,188.1,12.28,0.98,3662.0,8.769,ALTO
6879183,CANDIDATE,20.5477769,4.634,253.8,1.67,0.98,690.0,1.057,ALTO
5177859,CANDIDATE,8.75630628,2.852,81.9,1.12,0.98,982.0,1.227,ALTO
8098960,CANDIDATE,8.47484677,2.067,217.8,1.35,0.98,780.0,0.785,ALTO
7106173,CANDIDATE,6.2321233,2.85,31.7,0.61,0.979,1021.0,1.084,ALTO
2984990,CANDIDATE,3.79437277,2.289,83.2,1.36,0.979,1383.0,1.507,ALTO
5802637,CANDIDATE,7.3422467,2.029,366.8,1.6,0.979,837.0,0.839,ALTO
8094120,CANDIDATE,5.6795377,3.757,52.0,1.16,0.979,1420.0,1.585,ALTO
6058816,CANDIDATE,4.7482669,4.947,35.6,1.57,0.979,1690.0,2.481,ALTO
3646449,CANDIDATE,65.752109,6.854,382.5,2.0,0.979,458.0,1.03,ALTO
8374077,CANDIDATE,16.2957847,5.16,409.8,2.13,0.979,744.0,1.012,ALTO
9340411,CANDIDATE,5.1581317,7.773,37.9,2.02,0.979,1642.0,3.355,ALTO
6853172,CANDIDATE,28.655498,8.58,173.6,1.45,0.979,658.0,1.1,ALTO
12120943,CANDIDATE,8.98128472,5.0397,4924.0,7.19,0.978,898.0,1.022,ALTO
9836563,CANDIDATE,4.72693131,4.036,26.2,0.61,0.978,1203.0,1.196,ALTO
5695615,CANDIDATE,5.4169303,7.512,109.5,8.17,0.978,1173.0,1.108,ALTO
8162789,CANDIDATE,10.8206034,2.848,116.7,1.19,0.978,885.0,1.06,ALTO
8145958,CANDIDATE,3.07551068,1.683,46.1,0.84,0.978,1389.0,1.242,ALTO
8773015,CANDIDATE,6.31915999,3.465,34.4,1.04,0.978,1369.0,1.706,ALTO
9100953,CANDIDATE,14.7510068,2.25,381.1,1.7,0.978,629.0,0.8,ALTO
11139682,CANDIDATE,10.7781558,3.005,121.3,1.24,0.978,942.0,1.123,ALTO
8703129,CANDIDATE,253.374581,22.889,1104.0,19.25,0.977,555.0,5.949,ALTO
8827575,CANDIDATE,10.12956201,3.044,81.3,0.78,0.977,736.0,0.842,ALTO
11284772,CANDIDATE,4.50158249,1.855,175.7,0.73,0.977,676.0,0.553,ALTO
6425597,CANDIDATE,29.1206519,2.89,415.5,1.6,0.977,528.0,0.788,ALTO
5308296,CANDIDATE,36.721576,7.758,538.2,1.93,0.977,498.0,0.84,ALTO
5384713,CANDIDATE,2.63595435,1.309,93.7,0.5,0.977,682.0,0.529,ALTO
6106046,CANDIDATE,8.5073512,2.266,209.5,1.38,0.977,891.0,0.955,ALTO
7512982,CANDIDATE,7.00447892,2.669,231.4,1.19,0.977,754.0,0.808,ALTO
4846856,CANDIDATE,46.151253,5.346,649.0,2.08,0.977,423.0,0.769,ALTO
6523351,CANDIDATE,6.06664931,1.962,65.3,0.87,0.976,915.0,0.892,ALTO
6779260,CANDIDATE,2.2165905,1.0,28.7,0.48,0.976,1215.0,0.831,ALTO
7098255,CANDIDATE,11.56722589,2.507,373.7,1.29,0.976,568.0,0.691,ALTO
2715695,CANDIDATE,7.55842923,2.91,361.1,1.46,0.976,694.0,0.742,ALTO
9347899,CANDIDATE,9.61731426,3.8692,234.0,1.94,0.975,1010.0,1.257,ALTO
5730445,CANDIDATE,33.35859852,2.286,1825.9,4.44,0.975,459.0,0.799,ALTO
6697817,CANDIDATE,190.800788,8.082,287.6,1.67,0.975,321.0,0.986,ALTO
3758499,CANDIDATE,14.5168151,5.796,86.0,1.82,0.975,1030.0,1.885,ALTO
8110757,CANDIDATE,0.518060209,1.8062,2258.4,61.49,0.975,2921.0,1.772,ALTO
11566064,CANDIDATE,11.1619384,5.195,124.4,1.97,0.975,1093.0,1.64,ALTO
10331279,CANDIDATE,225.48805,19.46,379.9,1.7,0.975,267.0,0.782,ALTO
9906688,CANDIDATE,5.82561701,3.246,142.8,1.21,0.975,1037.0,0.967,ALTO
5080636,CANDIDATE,6.35585682,1.55,176.6,0.86,0.974,503.0,0.522,ALTO
9872283,CANDIDATE,1.74610057,1.299,54.2,1.24,0.974,1689.0,1.749,ALTO
10272442,CANDIDATE,70.2780911,2.466,781.6,2.54,0.974,434.0,0.91,ALTO
7801070,CANDIDATE,75.8781344,1.383,1054.0,3.39,0.974,417.0,0.972,ALTO
3529290,CANDIDATE,8.9539656,4.898,70.4,0.84,0.974,923.0,0.947,ALTO
6891124,CANDIDATE,3.52364689,3.439,74.2,0.94,0.974,1330.0,1.085,ALTO
4135912,CANDIDATE,29.6094263,2.71,224.9,2.87,0.974,789.0,1.783,ALTO
8261920,CANDIDATE,6.69332825,2.311,781.8,2.44,0.973,609.0,0.637,ALTO
11338056,CANDIDATE,2.87998334,1.658,116.5,0.85,0.973,1024.0,0.806,ALTO
5859725,CANDIDATE,18.9828305,6.303,49.1,0.72,0.973,707.0,1.035,ALTO
6307000,CANDIDATE,1.002591901,1.247,143.2,0.87,0.973,1391.0,0.739,ALTO
12602999,CANDIDATE,8.2766028,4.834,73.1,2.48,0.973,1623.0,2.753,ALTO
6364215,CANDIDATE,2.10081629,2.8182,169.1,1.65,0.972,1378.0,0.918,ALTO
4770617,CANDIDATE,31.4452709,1.758,531.1,4.55,0.972,721.0,1.471,ALTO
7256914,CANDIDATE,4.03357434,5.886,66.2,1.23,0.972,1270.0,1.308,ALTO
6223324,CANDIDATE,1.97507424,2.61,130.5,1.08,0.972,1477.0,0.947,ALTO
5431027,CANDIDATE,8.8233996,6.735,104.6,1.13,0.972,929.0,1.121,ALTO
9947389,CANDIDATE,284.727213,10.299,355.3,2.02,0.972,278.0,1.08,ALTO
9536108,CANDIDATE,10.43003118,2.029,120.0,1.14,0.972,906.0,1.031,ALTO
9947653,CANDIDATE,12.008552,4.613,76.6,2.08,0.972,1016.0,1.964,ALTO
6947623,CANDIDATE,3.62657392,1.791,98.5,0.79,0.972,1014.0,0.8,ALTO
7902204,CANDIDATE,2.54031121,1.83,173.3,1.2,0.972,1268.0,0.911,ALTO
12067960,CANDIDATE,5.60682001,2.714,150.7,1.04,0.972,942.0,0.853,ALTO
7429287,CANDIDATE,84.799829,15.21,56.1,1.16,0.971,491.0,1.406,ALTO
4773392,CANDIDATE,170.995748,3.88,477.1,4.9,0.971,463.0,1.983,ALTO
6369131,CANDIDATE,8.0772455,7.272,79.2,2.61,0.971,1228.0,2.032,ALTO
10549902,CANDIDATE,1.141148847,1.629,73.1,1.67,0.971,2248.0,1.989,ALTO
7692093,CANDIDATE,11.16622885,3.389,353.9,1.56,0.971,725.0,0.836,ALTO
6763884,CANDIDATE,2.44693823,0.954,26.4,0.56,0.971,1379.0,1.033,ALTO
9651602,CANDIDATE,3.90735046,2.896,109.3,0.83,0.971,1007.0,0.809,ALTO
9640649,CANDIDATE,0.862329309,1.044,140.9,1.09,0.971,1825.0,0.899,ALTO
6934986,CANDIDATE,131.485184,5.294,557.8,3.03,0.97,400.0,1.242,ALTO
11124436,CANDIDATE,13.9482197,7.686,119.4,2.53,0.97,1063.0,2.346,ALTO
1721157,CANDIDATE,3.44928111,1.424,237.0,1.23,0.97,966.0,0.781,ALTO
6717252,CANDIDATE,1.19260017,1.502,58.0,0.77,0.97,1726.0,1.013,ALTO
5966810,CANDIDATE,247.891041,18.363,956.6,4.74,0.97,367.0,1.536,ALTO
7199060,CANDIDATE,64.1862264,8.485,507.3,8.0,0.969,839.0,2.758,ALTO
4172805,CANDIDATE,147.661729,6.207,1087.8,1.59,0.969,176.0,0.49,ALTO
5208962,CANDIDATE,0.876850385,1.534,59.2,1.35,0.969,2543.0,1.756,ALTO
8054719,CANDIDATE,7.5861587,4.32,116.8,1.07,0.969,928.0,0.871,ALTO
6200810,CANDIDATE,35.8754482,3.972,366.7,2.35,0.969,668.0,1.218,ALTO
7289338,CANDIDATE,12.5014905,3.882,220.1,2.24,0.969,952.0,1.492,ALTO
3553900,CANDIDATE,12.5747207,2.896,323.3,1.45,0.969,693.0,0.774,ALTO
6527078,CANDIDATE,10.4314847,2.09,59.1,0.77,0.969,700.0,0.774,ALTO
11853130,CANDIDATE,76.87935893,2.3819,21272.0,7.71,0.968,202.0,0.436,ALTO
5597361,CANDIDATE,17.9925973,2.762,198.5,1.62,0.968,748.0,1.087,ALTO
3733638,CANDIDATE,10.0714369,6.891,49.5,1.98,0.968,1362.0,2.81,ALTO
5602588,CANDIDATE,7.2274321,4.967,173.3,1.28,0.968,967.0,0.969,ALTO
3232249,CANDIDATE,1.183505016,1.275,116.6,0.8,0.967,1293.0,0.746,ALTO
6186182,CANDIDATE,96.384483,5.253,591.0,2.41,0.967,400.0,1.0,ALTO
4048898,CANDIDATE,13.0914878,2.037,37.5,0.79,0.967,892.0,1.288,ALTO
5511659,CANDIDATE,8.5291223,3.241,325.4,2.08,0.967,911.0,1.111,ALTO
2161949,CANDIDATE,7.18864064,2.364,133.5,1.3,0.967,987.0,1.115,ALTO
9836563,CANDIDATE,6.5595368,4.324,26.3,0.62,0.967,1079.0,1.196,ALTO
8677057,CANDIDATE,0.694611128,1.115,98.8,0.64,0.967,1415.0,0.662,ALTO
8018547,CANDIDATE,83.92494032,6.7904,7958.7,4.78,0.966,226.0,0.509,ALTO
2305866,CANDIDATE,24.1073172,10.465,104.2,2.74,0.966,1065.0,2.517,ALTO
11135694,CANDIDATE,49.537365,9.862,201.7,1.48,0.966,532.0,1.023,ALTO
10265898,CANDIDATE,3.29534567,1.902,141.9,1.23,0.966,1139.0,0.954,ALTO
7834712,CANDIDATE,66.119119,3.086,862.0,3.0,0.966,452.0,1.028,ALTO
7289338,CANDIDATE,5.77451117,3.752,156.3,1.87,0.966,1232.0,1.492,ALTO
9700449,CANDIDATE,110.461746,12.46,331.2,1.93,0.965,420.0,1.058,ALTO
12737015,CANDIDATE,24.6683831,8.556,109.2,1.76,0.965,788.0,1.554,ALTO
9773980,CANDIDATE,3.3879165,1.818,78.6,1.09,0.965,1336.0,1.245,ALTO
10663738,CANDIDATE,8.5275894,2.959,112.5,1.28,0.965,1049.0,1.193,ALTO
5437762,CANDIDATE,4.04481159,2.479,33.0,0.67,0.965,1325.0,1.141,ALTO
8216763,CANDIDATE,13.2965044,5.68,133.4,0.88,0.965,488.0,0.613,ALTO
9391817,CANDIDATE,140.884533,10.245,158.0,1.52,0.965,392.0,1.213,ALTO
8222395,CANDIDATE,1.93188768,1.087,37.8,0.57,0.965,1427.0,0.914,ALTO
5966732,CANDIDATE,1.400903699,0.883,136.5,1.16,0.965,1764.0,0.975,ALTO
10665749,CANDIDATE,4.237447181,0.3792,350.1,2.26,0.965,1172.0,0.993,ALTO
8264402,CANDIDATE,215.956008,10.425,392.7,3.36,0.964,361.0,1.313,ALTO
7119481,CANDIDATE,42.068554,5.723,186.3,1.32,0.964,541.0,0.964,ALTO
12458605,CANDIDATE,7.7859111,7.788,45.5,0.68,0.964,939.0,0.954,ALTO
6131130,CANDIDATE,10.5071781,2.68,271.8,1.41,0.964,737.0,0.865,ALTO
10291589,CANDIDATE,7.08757462,3.342,187.0,1.28,0.964,955.0,0.925,ALTO
8376848,CANDIDATE,11.4927112,7.764,291.5,25.01,0.964,858.0,1.005,ALTO
4547603,CANDIDATE,1.400755743,1.0562,144.4,1.3,0.963,1628.0,1.072,ALTO
7106173,CANDIDATE,10.18318233,3.137,51.5,0.79,0.963,867.0,1.084,ALTO
10450504,CANDIDATE,17.9908273,1.436,660.0,1.88,0.963,541.0,0.752,ALTO
3752110,CANDIDATE,27.9430245,6.125,308.6,2.21,0.962,718.0,1.25,ALTO
3557560,CANDIDATE,7.4299322,4.013,164.9,1.81,0.962,1024.0,1.252,ALTO
6543192,CANDIDATE,8.0906952,2.648,82.4,0.8,0.962,811.0,0.902,ALTO
4049901,CANDIDATE,16.2908527,3.176,44.1,0.52,0.961,622.0,0.797,ALTO
9109857,CANDIDATE,1.791877025,1.166,46.1,1.48,0.961,2223.0,2.139,ALTO
10875007,CANDIDATE,9.54699216,5.063,143.0,1.71,0.961,996.0,1.232,ALTO
2558163,CANDIDATE,17.543847,5.948,196.3,1.15,0.961,658.0,0.791,ALTO
6144039,CANDIDATE,2.85855049,2.341,85.4,1.23,0.961,1212.0,0.964,ALTO
6043562,CANDIDATE,31.4202111,4.021,390.5,1.45,0.961,471.0,0.748,ALTO
10917433,CANDIDATE,6.91261536,2.359,34.4,0.64,0.961,981.0,1.044,ALTO
1432789,CANDIDATE,4.57834367,3.987,140.7,1.44,0.961,1206.0,1.22,ALTO
11290515,CANDIDATE,5.8943338,3.475,28.9,0.61,0.96,1092.0,1.145,ALTO
2557350,CANDIDATE,3.09872834,1.89,248.0,0.64,0.96,579.0,0.41,ALTO
7835312,CANDIDATE,29.5126153,6.314,188.2,1.84,0.959,678.0,1.351,ALTO
9873004,CANDIDATE,1.98514635,1.625,233.4,1.28,0.959,1299.0,0.845,ALTO
8345384,CANDIDATE,42.1003351,1.0834,214.0,1.42,0.958,466.0,0.82,ALTO
12266636,CANDIDATE,12.654896,4.325,100.6,1.02,0.958,801.0,1.022,ALTO
2302997,CANDIDATE,16.2982201,2.558,199.0,0.78,0.957,388.0,0.521,ALTO
10221505,CANDIDATE,3.43633133,0.675,473.5,1.44,0.957,945.0,0.651,ALTO
6443093,CANDIDATE,389.316341,5.49,2599.8,27.61,0.957,245.0,0.958,ALTO
10397751,CANDIDATE,2.90512019,2.293,61.2,0.57,0.956,1075.0,0.721,ALTO
10200627,CANDIDATE,7.7016694,10.898,155.7,4.44,0.956,1627.0,3.608,ALTO
10873178,CANDIDATE,4.82025124,2.129,94.1,0.78,0.955,1018.0,0.777,ALTO
8874090,CANDIDATE,18.9060921,4.125,375.6,0.87,0.955,336.0,0.45,ALTO
5257082,CANDIDATE,10.08535311,1.75,222.5,1.45,0.955,843.0,0.945,ALTO
4844470,CANDIDATE,60.532988,7.086,467.5,1.91,0.955,420.0,0.847,ALTO
6768616,CANDIDATE,13.05609,3.498,170.8,1.3,0.955,814.0,0.994,ALTO
6128245,CANDIDATE,1.118510435,1.111,72.7,0.75,0.955,1684.0,0.865,ALTO
4385148,CANDIDATE,13.84301228,4.077,567.8,1.98,0.954,699.0,0.837,ALTO
4548011,CANDIDATE,9.08745206,3.786,35.1,0.73,0.954,980.0,1.227,ALTO
6203955,CANDIDATE,19.4534296,4.873,149.0,1.25,0.954,744.0,1.015,ALTO
9145861,CANDIDATE,42.294739,34.63,254.2,140.14,0.954,1083.0,7.849,ALTO
7816935,CANDIDATE,6.87778029,3.199,124.0,1.19,0.954,1052.0,1.062,ALTO
3545478,CANDIDATE,75.1122132,4.9458,3751.5,23.23,0.953,777.0,3.354,ALTO
7673841,CANDIDATE,7.87845756,3.912,44.1,0.78,0.953,989.0,1.135,ALTO
10647452,CANDIDATE,0.762950224,1.133,187.3,1.0,0.953,1651.0,0.731,ALTO
5374838,CANDIDATE,230.180357,13.436,3689.3,7.57,0.953,347.0,1.246,ALTO
11672354,CANDIDATE,5.29655591,3.93,135.4,1.3,0.953,1156.0,1.1,ALTO
9099607,CANDIDATE,4.6318914,3.88,50.9,0.64,0.953,1060.0,0.887,ALTO
10028792,CANDIDATE,5.83393857,4.5813,134.4,1.98,0.952,1285.0,1.699,ALTO
7906882,CANDIDATE,52.513548727,3.2743,14252.0,12.43,0.952,472.0,0.98,ALTO
10610039,CANDIDATE,3.07365139,2.102,90.5,0.79,0.952,1215.0,0.831,ALTO
9602613,CANDIDATE,7.57299816,2.645,30.2,0.53,0.952,875.0,0.961,ALTO
7592922,CANDIDATE,2.15888911,1.791,102.4,0.72,0.952,1130.0,0.713,ALTO
7609674,CANDIDATE,21.2360024,4.019,104.4,2.62,0.951,1048.0,2.559,ALTO
5710069,CANDIDATE,36.2580749,5.917,380.3,1.82,0.951,516.0,0.848,ALTO
8625408,CANDIDATE,279.036565,31.92,395.2,30.25,0.951,323.0,1.273,ALTO
5353938,CANDIDATE,6.27651592,1.973,166.0,0.65,0.951,532.0,0.515,ALTO
9509343,CANDIDATE,6.39269778,2.138,174.3,1.21,0.95,890.0,0.943,ALTO
4252671,CANDIDATE,23.266633,8.315,49.9,2.66,0.95,1156.0,3.775,ALTO
6231721,CANDIDATE,2.69339974,1.936,147.5,1.04,0.95,1151.0,0.863,ALTO
10658177,CANDIDATE,113.083522,10.315,130.7,1.59,0.95,450.0,1.4,ALTO
4736569,CANDIDATE,7.07394528,2.319,228.3,0.84,0.95,647.0,0.561,ALTO
8226050,CANDIDATE,18.3848331,3.545,151.8,1.15,0.949,587.0,0.872,ALTO
10793172,CANDIDATE,7.9788198,2.874,83.8,0.99,0.949,927.0,1.098,ALTO
9031703,CANDIDATE,9.3335486,6.643,71.2,1.69,0.949,1082.0,1.863,ALTO
11357664,CANDIDATE,4.373570433,0.623,366.0,1.23,0.949,727.0,0.64,ALTO
6705026,CANDIDATE,34.1086562,6.405,133.8,1.95,0.949,739.0,1.668,ALTO
11407847,CANDIDATE,11.8307724,8.791,136.0,1.16,0.949,770.0,0.958,ALTO
3240158,CANDIDATE,13.2298203,3.566,157.8,1.5,0.949,856.0,1.176,ALTO
7191646,CANDIDATE,106.957467,7.006,539.6,2.4,0.948,394.0,0.969,ALTO
11411639,CANDIDATE,6.933574,2.43,276.7,1.3,0.948,829.0,0.793,ALTO
9674320,CANDIDATE,317.062416,7.438,442.9,1.59,0.947,218.0,0.715,ALTO
10190075,CANDIDATE,11.1916199,2.1,166.4,1.47,0.946,782.0,0.956,ALTO
3645438,CANDIDATE,17.3695112,4.012,314.0,1.45,0.946,588.0,0.834,ALTO
6842345,CANDIDATE,17.3816224,2.73456,59099.0,26.55,0.946,756.0,1.02,ALTO
10028792,CANDIDATE,8.9772888,4.72,97.5,1.79,0.946,1113.0,1.699,ALTO
8227086,CANDIDATE,13.8086331,3.613,207.1,1.09,0.945,659.0,0.761,ALTO
7841925,CANDIDATE,0.840594032,1.404,49.8,0.62,0.944,1780.0,0.885,ALTO
6311891,CANDIDATE,7.51731745,2.484,170.7,1.19,0.944,861.0,0.923,ALTO
7771181,CANDIDATE,9.97202023,1.425,329.7,1.26,0.944,627.0,0.696,ALTO
5531953,CANDIDATE,3.53105835,1.778,310.8,10.61,0.944,558.0,0.42,ALTO
8009811,CANDIDATE,53.554546,5.533,127.6,3.1,0.944,769.0,2.622,ALTO
8155654,CANDIDATE,6.29340543,3.024,96.4,1.08,0.943,1072.0,1.076,ALTO
11019739,CANDIDATE,4.15736472,2.217,200.7,1.09,0.943,931.0,0.782,ALTO
9390228,CANDIDATE,22.6432436,0.806,550.4,2.12,0.943,624.0,0.891,ALTO
11350118,CANDIDATE,12.003678,2.799,281.7,0.97,0.942,503.0,0.594,ALTO
6424561,CANDIDATE,6.6716723,2.693,154.4,1.27,0.942,1024.0,1.021,ALTO
11358305,CANDIDATE,7.8687123,3.739,89.1,1.73,0.941,1323.0,1.692,ALTO
10850327,CANDIDATE,440.171272,12.217,783.5,5.97,0.94,334.0,1.679,ALTO
7984047,CANDIDATE,77.63424586,4.1002,16612.0,9.4,0.939,325.0,0.755,ALTO
9896018,CANDIDATE,10.30148508,3.903,162.7,1.6,0.939,934.0,1.235,ALTO
11181260,CANDIDATE,19.9778599,5.96,83.4,1.07,0.939,773.0,1.162,ALTO
7671950,CANDIDATE,10.5994606,9.484,128.8,1.28,0.939,896.0,1.069,ALTO
11716643,CANDIDATE,466.002988,10.278,2363.6,4.92,0.939,223.0,0.876,ALTO
6307083,CANDIDATE,3.17796408,0.542,47.7,0.74,0.939,1034.0,0.841,ALTO
8396405,CANDIDATE,19.18109525,2.424,865.4,1.72,0.938,513.0,0.587,ALTO
9286088,CANDIDATE,14.8162925,4.973,108.2,1.57,0.938,912.0,1.325,ALTO
6842807,CANDIDATE,16.6146221,2.706,361.2,1.49,0.937,604.0,0.8,ALTO
4742452,CANDIDATE,5.4398033,3.256,85.5,1.0,0.937,1112.0,1.08,ALTO
5621333,CANDIDATE,11.5474983,6.684,115.5,1.48,0.937,930.0,1.352,ALTO
9845909,CANDIDATE,11.5706005,3.073,211.9,1.33,0.937,771.0,0.9,ALTO
8283875,CANDIDATE,0.800263219,0.729,170.5,0.77,0.937,1240.0,0.59,ALTO
2449431,CANDIDATE,86.7490807,9.179,547.1,2.23,0.936,398.0,0.97,ALTO
8324518,CANDIDATE,1.62888267,1.72,130.9,0.92,0.936,1327.0,0.811,ALTO
5687700,CANDIDATE,6.36283414,3.752,159.4,1.12,0.936,956.0,0.883,ALTO
5531694,CANDIDATE,8.1134681,4.961,40.5,0.92,0.935,1127.0,1.409,ALTO
8709688,CANDIDATE,2.012094,2.157,74.8,0.99,0.935,1523.0,1.162,ALTO
6026737,CANDIDATE,10.1747037,5.179,52.4,1.04,0.934,985.0,1.339,ALTO
9943009,CANDIDATE,2.4376438,1.587,27.1,0.79,0.934,1686.0,1.53,ALTO
7504328,CANDIDATE,53.71798494,4.104,3153.5,155.12,0.933,1550.0,21.449,ALTO
11135694,CANDIDATE,19.5945772,6.77,129.3,1.18,0.933,724.0,1.023,ALTO
9837013,CANDIDATE,14.461834,7.156,80.2,1.05,0.933,785.0,1.196,ALTO
10073672,CANDIDATE,2.252976718,1.7131,467.9,1.19,0.93,795.0,0.559,ALTO
8934103,CANDIDATE,77.792718,6.08,287.9,2.17,0.93,453.0,1.241,ALTO
7949593,CANDIDATE,17.7662938,3.079,181.1,1.54,0.929,670.0,0.946,ALTO
7009548,CANDIDATE,15.18575582,0.633,256.7,2.26,0.929,922.0,1.339,ALTO
10662202,CANDIDATE,14.516741,2.706,227.2,1.45,0.929,606.0,0.828,ALTO
9166700,CANDIDATE,264.466625,6.371,437.3,2.61,0.928,346.0,1.236,ALTO
4945764,CANDIDATE,19.8751355,8.041,109.0,2.49,0.926,1061.0,2.004,ALTO
6197344,CANDIDATE,36.7614011,15.982,160.9,1.52,0.926,475.0,0.823,ALTO
11456256,CANDIDATE,61.611129,14.96,82.9,1.29,0.925,597.0,1.386,ALTO
11602794,CANDIDATE,5.70509519,1.58,283.6,1.58,0.925,947.0,0.927,ALTO
9872292,CANDIDATE,10.19154678,6.165,61.3,1.39,0.924,1144.0,1.684,ALTO
3765917,CANDIDATE,30.5392931,6.887,428.2,2.72,0.924,669.0,1.328,ALTO
9782748,CANDIDATE,147.388124,8.781,909.2,3.03,0.924,356.0,1.007,ALTO
9474756,CANDIDATE,17.6062701,6.134,146.2,1.72,0.924,753.0,1.159,ALTO
8702537,CANDIDATE,7.4751841,5.166,28.1,0.85,0.924,1168.0,1.602,ALTO
2853029,CANDIDATE,72.9332762,3.829,770.4,2.45,0.923,389.0,0.902,ALTO
7300182,CANDIDATE,172.820248,7.343,549.3,2.22,0.923,338.0,0.939,ALTO
4912650,CANDIDATE,100.345648,7.939,372.3,1.57,0.923,325.0,0.8,ALTO
7811397,CANDIDATE,169.4976085,7.77,12192.0,9.06,0.922,272.0,0.787,ALTO
1996180,CANDIDATE,5.42204257,2.952,79.1,1.39,0.922,1222.0,1.263,ALTO
12416597,CANDIDATE,12.460565,3.903,143.9,1.1,0.921,726.0,0.933,ALTO
7778664,CANDIDATE,5.0263815,4.384,77.2,0.84,0.921,1065.0,0.962,ALTO
11658036,CANDIDATE,142.703888,5.808,225.5,1.95,0.919,440.0,1.289,ALTO
11072016,CANDIDATE,1.89873195,1.382,78.0,0.93,0.919,1524.0,1.05,ALTO
10536241,CANDIDATE,7.7529342,5.072,72.1,0.93,0.918,1002.0,1.072,ALTO
7609553,CANDIDATE,8.85686712,0.606,319.2,1.88,0.917,714.0,0.797,ALTO
4832837,CANDIDATE,5.06546874,2.203,121.1,0.62,0.917,592.0,0.557,ALTO
9002538,CANDIDATE,4.96061094,2.864,20.4,0.59,0.917,1272.0,1.298,ALTO
12785320,CANDIDATE,57.3840375,4.336,241.7,1.62,0.915,397.0,0.79,ALTO
10662202,CANDIDATE,5.04413987,1.623,172.0,1.18,0.915,862.0,0.828,ALTO
12456063,CANDIDATE,17.8007815,6.547,44.5,1.02,0.914,816.0,1.252,ALTO
8394475,CANDIDATE,3.64049242,1.194,42.1,0.61,0.914,1136.0,0.936,ALTO
8760040,CANDIDATE,7.35101287,2.757,115.9,1.42,0.913,1064.0,1.262,ALTO
10964440,CANDIDATE,144.688915,9.468,397.1,3.33,0.913,416.0,1.71,ALTO
6265961,CANDIDATE,5.52507406,2.565,61.5,0.8,0.913,1028.0,1.037,ALTO
9026749,CANDIDATE,17.6637979,6.194,67.9,2.98,0.913,1178.0,3.405,ALTO
5126182,CANDIDATE,13.00291716,3.058,225.3,1.28,0.912,710.0,0.8,ALTO
9604563,CANDIDATE,1.001916708,1.256,70.9,0.62,0.912,1545.0,0.734,ALTO
8838950,CANDIDATE,2.27050106,1.903,106.7,0.55,0.911,903.0,0.528,ALTO
5385410,CANDIDATE,11.49589567,2.256,108.3,1.59,0.91,1057.0,1.506,ALTO
11068630,CANDIDATE,1.817079849,0.889,204.6,1.39,0.91,1454.0,0.963,ALTO
4074736,CANDIDATE,80.9669561,2.5276,4733.0,5.04,0.909,364.0,0.737,ALTO
7700500,CANDIDATE,4.60687717,2.295,258.7,1.14,0.909,865.0,0.711,ALTO
10904004,CANDIDATE,4.64490141,2.456,106.4,0.76,0.908,832.0,0.77,ALTO
5956656,CANDIDATE,46.245164,5.663,492.1,2.46,0.908,519.0,1.107,ALTO
5096053,CANDIDATE,1.717859841,0.908,66.3,1.45,0.907,2212.0,1.732,ALTO
8644545,CANDIDATE,295.958914,4.244,464.1,2.1,0.907,265.0,0.992,ALTO
11453349,CANDIDATE,4.40660737,2.107,70.7,0.86,0.907,1152.0,1.001,ALTO
9474756,CANDIDATE,6.685438,5.09,89.2,1.25,0.905,1040.0,1.159,ALTO
3934657,CANDIDATE,5.3694084,3.949,40.0,0.62,0.904,974.0,0.869,ALTO
12253769,CANDIDATE,20.5512722,4.639,191.2,1.64,0.904,607.0,0.918,ALTO
8349399,CANDIDATE,56.446465,7.371,147.9,1.57,0.903,522.0,1.117,ALTO
11657614,CANDIDATE,24.352541,2.782,349.1,1.52,0.903,498.0,0.805,ALTO
7672215,CANDIDATE,11.1734401,4.545,61.3,1.4,0.903,1279.0,1.752,ALTO
11803074,CANDIDATE,355.86134,23.39,1220.7,2.79,0.902,233.0,0.801,ALTO
10586619,CANDIDATE,377.501257,11.98,541.4,2.16,0.902,242.0,0.94,ALTO
2299738,CANDIDATE,1.8134378,7.776,97.4,0.69,0.901,1158.0,0.7,ALTO
9086154,CANDIDATE,225.26213,14.459,389.2,2.36,0.901,329.0,1.191,ALTO
8168187,CANDIDATE,35.502865,8.149,115.9,2.18,0.901,724.0,1.839,ALTO
9334893,CANDIDATE,16.6671415,3.526,175.0,0.7,0.9,469.0,0.525,ALTO
8509442,CANDIDATE,82.6595174,3.48,1270.7,2.03,0.9,233.0,0.553,ALTO
9967009,CANDIDATE,30.9902997,9.454,321.5,2.21,0.9,619.0,1.229,ALTO
4831728,CANDIDATE,7.0956395,3.465,108.1,1.2,0.899,989.0,1.174,MEDIO
10146103,CANDIDATE,7.58062893,3.484,86.1,0.97,0.899,937.0,1.041,MEDIO
4860678,CANDIDATE,3.03359398,4.026,95.6,1.55,0.899,1529.0,1.616,MEDIO
8804455,CANDIDATE,7.5966998,3.667,127.5,1.32,0.898,964.0,1.091,MEDIO
